,基金简称,优仓数目_所属基金数,优仓数目_被持仓市值,平均占比,基金代码,日增长率,近1周,近1月,近3月,近半年,近1年,近2年,近3年,今年来,成立来
16762,简称缺失,5,4,1,015751,,,,,,,,,,
16766,简称缺失,5,4,1,015642,,,,,,,,,,
16767,简称缺失,5,4,1,015508,,,,,,,,,,
16736,简称缺失,5,4,1,019514,,,,,,,,,,
16737,简称缺失,5,4,1,015389,,,,,,,,,,
16738,简称缺失,5,4,1,020662,,,,,,,,,,
16739,简称缺失,5,4,1,015290,,,,,,,,,,
16740,简称缺失,5,4,1,015857,,,,,,,,,,
16735,简称缺失,5,4,1,020398,,,,,,,,,,
16731,简称缺失,5,4,1,009645,,,,,,,,,,
16765,简称缺失,5,4,1,015683,,,,,,,,,,
16763,简称缺失,5,4,1,015690,,,,,,,,,,
16764,简称缺失,5,4,1,015686,,,,,,,,,,
16797,简称缺失,5,4,1,012970,,,,,,,,,,
16798,简称缺失,5,4,1,012908,,,,,,,,,,
16799,简称缺失,5,4,1,012895,,,,,,,,,,
16768,简称缺失,5,4,1,015454,,,,,,,,,,
16769,简称缺失,5,4,1,015144,,,,,,,,,,
16770,简称缺失,5,4,1,015039,,,,,,,,,,
16771,简称缺失,5,4,1,014985,,,,,,,,,,
16782,简称缺失,5,4,1,014162,,,,,,,,,,
16741,简称缺失,5,4,1,021500,,,,,,,,,,
16742,简称缺失,5,4,1,008888,,,,,,,,,,
16743,简称缺失,5,4,1,519022,,,,,,,,,,
16744,简称缺失,5,4,1,160424,,,,,,,,,,
16745,简称缺失,5,4,1,019548,,,,,,,,,,
16746,简称缺失,5,4,1,018994,,,,,,,,,,
16747,简称缺失,5,4,1,017811,,,,,,,,,,
16748,简称缺失,5,4,1,017437,,,,,,,,,,
16781,简称缺失,5,4,1,014243,,,,,,,,,,
16772,简称缺失,5,4,1,014954,,,,,,,,,,
16871,简称缺失,5,4,1,005963,,,,,,,,,,
16872,简称缺失,5,4,1,005919,,,,,,,,,,
16873,简称缺失,5,4,1,005763,,,,,,,,,,
16874,简称缺失,5,4,1,005633,,,,,,,,,,
16875,简称缺失,5,4,1,005491,,,,,,,,,,
16876,简称缺失,5,4,1,005300,,,,,,,,,,
16853,简称缺失,5,4,1,008182,,,,,,,,,,
16854,简称缺失,5,4,1,008087,,,,,,,,,,
16855,简称缺失,5,4,1,008021,,,,,,,,,,
16818,简称缺失,5,4,1,011306,,,,,,,,,,
16857,简称缺失,5,4,1,007818,,,,,,,,,,
16858,简称缺失,5,4,1,007509,,,,,,,,,,
16859,简称缺失,5,4,1,007491,,,,,,,,,,
16860,简称缺失,5,4,1,007465,,,,,,,,,,
16837,简称缺失,5,4,1,009727,,,,,,,,,,
16838,简称缺失,5,4,1,009708,,,,,,,,,,
16839,简称缺失,5,4,1,009505,,,,,,,,,,
16840,简称缺失,5,4,1,009478,,,,,,,,,,
16841,简称缺失,5,4,1,009034,,,,,,,,,,
16856,简称缺失,5,4,1,007950,,,,,,,,,,
14528,简称缺失,5,4,0,001770,,,,,,,,,,
14529,简称缺失,5,4,0,001618,,,,,,,,,,
16885,简称缺失,5,4,1,004195,,,,,,,,,,
16886,简称缺失,5,4,1,003766,,,,,,,,,,
16887,简称缺失,5,4,1,003305,,,,,,,,,,
16888,简称缺失,5,4,1,002207,,,,,,,,,,
16889,简称缺失,5,4,1,002170,,,,,,,,,,
16890,简称缺失,5,4,1,002112,,,,,,,,,,
16891,简称缺失,5,4,1,002096,,,,,,,,,,
16870,简称缺失,5,4,1,006249,,,,,,,,,,
16893,简称缺失,5,4,1,002036,,,,,,,,,,
16894,简称缺失,5,4,1,001770,,,,,,,,,,
16895,简称缺失,5,4,1,001618,,,,,,,,,,
16864,简称缺失,5,4,1,007127,,,,,,,,,,
16865,简称缺失,5,4,1,007029,,,,,,,,,,
16866,简称缺失,5,4,1,006888,,,,,,,,,,
16867,简称缺失,5,4,1,006594,,,,,,,,,,
16868,简称缺失,5,4,1,006503,,,,,,,,,,
16869,简称缺失,5,4,1,006328,,,,,,,,,,
16892,简称缺失,5,4,1,002052,,,,,,,,,,
16863,简称缺失,5,4,1,007301,,,,,,,,,,
16832,简称缺失,5,4,1,010372,,,,,,,,,,
16833,简称缺失,5,4,1,010236,,,,,,,,,,
16834,简称缺失,5,4,1,010214,,,,,,,,,,
16835,简称缺失,5,4,1,010004,,,,,,,,,,
16836,简称缺失,5,4,1,009995,,,,,,,,,,
16805,简称缺失,5,4,1,012125,,,,,,,,,,
16806,简称缺失,5,4,1,011892,,,,,,,,,,
16807,简称缺失,5,4,1,011840,,,,,,,,,,
16842,简称缺失,5,4,1,008989,,,,,,,,,,
16809,简称缺失,5,4,1,011613,,,,,,,,,,
16810,简称缺失,5,4,1,011609,,,,,,,,,,
16811,简称缺失,5,4,1,011584,,,,,,,,,,
16812,简称缺失,5,4,1,011499,,,,,,,,,,
16845,简称缺失,5,4,1,008920,,,,,,,,,,
16846,简称缺失,5,4,1,008586,,,,,,,,,,
16847,简称缺失,5,4,1,008532,,,,,,,,,,
16816,简称缺失,5,4,1,011370,,,,,,,,,,
16817,简称缺失,5,4,1,011329,,,,,,,,,,
16808,简称缺失,5,4,1,011615,,,,,,,,,,
16843,简称缺失,5,4,1,008987,,,,,,,,,,
16844,简称缺失,5,4,1,008981,,,,,,,,,,
16877,简称缺失,5,4,1,004815,,,,,,,,,,
16878,简称缺失,5,4,1,004744,,,,,,,,,,
16879,简称缺失,5,4,1,004433,,,,,,,,,,
16848,简称缺失,5,4,1,008419,,,,,,,,,,
16849,简称缺失,5,4,1,008327,,,,,,,,,,
16850,简称缺失,5,4,1,008319,,,,,,,,,,
16851,简称缺失,5,4,1,008282,,,,,,,,,,
16862,简称缺失,5,4,1,007356,,,,,,,,,,
16821,简称缺失,5,4,1,011145,,,,,,,,,,
16822,简称缺失,5,4,1,011120,,,,,,,,,,
16823,简称缺失,5,4,1,011117,,,,,,,,,,
16824,简称缺失,5,4,1,011068,,,,,,,,,,
16825,简称缺失,5,4,1,011036,,,,,,,,,,
16826,简称缺失,5,4,1,010865,,,,,,,,,,
16827,简称缺失,5,4,1,010827,,,,,,,,,,
16828,简称缺失,5,4,1,010791,,,,,,,,,,
16861,简称缺失,5,4,1,007450,,,,,,,,,,
16852,简称缺失,5,4,1,008187,,,,,,,,,,
14503,简称缺失,5,4,0,006328,,,,,,,,,,
14504,简称缺失,5,4,0,006249,,,,,,,,,,
14505,简称缺失,5,4,0,005963,,,,,,,,,,
14506,简称缺失,5,4,0,005919,,,,,,,,,,
14507,简称缺失,5,4,0,005763,,,,,,,,,,
14508,简称缺失,5,4,0,005633,,,,,,,,,,
14509,简称缺失,5,4,0,005491,,,,,,,,,,
14510,简称缺失,5,4,0,005300,,,,,,,,,,
14511,简称缺失,5,4,0,004815,,,,,,,,,,
14480,简称缺失,5,4,0,008586,,,,,,,,,,
14481,简称缺失,5,4,0,008532,,,,,,,,,,
2095,简称缺失,5,4,0,012908,,,,,,,,,,
14483,简称缺失,5,4,0,008327,,,,,,,,,,
14484,简称缺失,5,4,0,008319,,,,,,,,,,
14523,简称缺失,5,4,0,002170,,,,,,,,,,
14524,简称缺失,5,4,0,002112,,,,,,,,,,
14525,简称缺失,5,4,0,002096,,,,,,,,,,
14526,简称缺失,5,4,0,002052,,,,,,,,,,
14527,简称缺失,5,4,0,002036,,,,,,,,,,
14496,简称缺失,5,4,0,007356,,,,,,,,,,
14497,简称缺失,5,4,0,007301,,,,,,,,,,
14498,简称缺失,5,4,0,007127,,,,,,,,,,
14499,简称缺失,5,4,0,007029,,,,,,,,,,
14500,简称缺失,5,4,0,006888,,,,,,,,,,
14482,简称缺失,5,4,0,008419,,,,,,,,,,
14478,简称缺失,5,4,0,008981,,,,,,,,,,
14479,简称缺失,5,4,0,008920,,,,,,,,,,
14448,简称缺失,5,4,0,011412,,,,,,,,,,
14449,简称缺失,5,4,0,011400,,,,,,,,,,
14450,简称缺失,5,4,0,011370,,,,,,,,,,
14451,简称缺失,5,4,0,011329,,,,,,,,,,
14452,简称缺失,5,4,0,011306,,,,,,,,,,
14485,简称缺失,5,4,0,008282,,,,,,,,,,
14486,简称缺失,5,4,0,008187,,,,,,,,,,
14487,简称缺失,5,4,0,008182,,,,,,,,,,
14488,简称缺失,5,4,0,008087,,,,,,,,,,
14502,简称缺失,5,4,0,006503,,,,,,,,,,
14490,简称缺失,5,4,0,007950,,,,,,,,,,
14491,简称缺失,5,4,0,007818,,,,,,,,,,
14492,简称缺失,5,4,0,007509,,,,,,,,,,
14493,简称缺失,5,4,0,007491,,,,,,,,,,
14494,简称缺失,5,4,0,007465,,,,,,,,,,
14495,简称缺失,5,4,0,007450,,,,,,,,,,
14464,简称缺失,5,4,0,010422,,,,,,,,,,
14465,简称缺失,5,4,0,010392,,,,,,,,,,
14466,简称缺失,5,4,0,010372,,,,,,,,,,
14467,简称缺失,5,4,0,010236,,,,,,,,,,
14468,简称缺失,5,4,0,010214,,,,,,,,,,
14501,简称缺失,5,4,0,006594,,,,,,,,,,
14489,简称缺失,5,4,0,008021,,,,,,,,,,
3082,简称缺失,5,5,1,014985,,,,,,,,,,
3083,简称缺失,5,5,1,014954,,,,,,,,,,
3084,简称缺失,5,5,1,014855,,,,,,,,,,
3085,简称缺失,5,5,1,014728,,,,,,,,,,
3086,简称缺失,5,5,1,014662,,,,,,,,,,
3087,简称缺失,5,5,1,014642,,,,,,,,,,
2167,简称缺失,5,4,0,006249,,,,,,,,,,
2166,简称缺失,5,4,0,006328,,,,,,,,,,
2165,简称缺失,5,4,0,006503,,,,,,,,,,
2164,简称缺失,5,4,0,006594,,,,,,,,,,
2163,简称缺失,5,4,0,006888,,,,,,,,,,
3048,简称缺失,5,5,1,015389,,,,,,,,,,
2193,简称缺失,5,4,0,001593,,,,,,,,,,
2192,简称缺失,5,4,0,001618,,,,,,,,,,
3056,简称缺失,5,5,1,019548,,,,,,,,,,
3057,简称缺失,5,5,1,018994,,,,,,,,,,
3058,简称缺失,5,5,1,017811,,,,,,,,,,
3059,简称缺失,5,5,1,017437,,,,,,,,,,
3054,简称缺失,5,5,1,519022,,,,,,,,,,
2186,简称缺失,5,4,0,002170,,,,,,,,,,
2185,简称缺失,5,4,0,002207,,,,,,,,,,
2184,简称缺失,5,4,0,003305,,,,,,,,,,
2151,简称缺失,5,4,0,008087,,,,,,,,,,
2150,简称缺失,5,4,0,008182,,,,,,,,,,
2162,简称缺失,5,4,0,007029,,,,,,,,,,
3049,简称缺失,5,5,1,020662,,,,,,,,,,
3050,简称缺失,5,5,1,015290,,,,,,,,,,
3051,简称缺失,5,5,1,015857,,,,,,,,,,
3052,简称缺失,5,5,1,021500,,,,,,,,,,
3053,简称缺失,5,5,1,008888,,,,,,,,,,
3065,简称缺失,5,5,1,016238,,,,,,,,,,
3066,简称缺失,5,5,1,016068,,,,,,,,,,
3067,简称缺失,5,5,1,016049,,,,,,,,,,
2196,简称缺失,5,4,0,001301,,,,,,,,,,
2195,简称缺失,5,4,0,001407,,,,,,,,,,
2194,简称缺失,5,4,0,001557,,,,,,,,,,
3068,简称缺失,5,5,1,015971,,,,,,,,,,
3081,简称缺失,5,5,1,015039,,,,,,,,,,
3070,简称缺失,5,5,1,015947,,,,,,,,,,
3071,简称缺失,5,5,1,015877,,,,,,,,,,
3042,简称缺失,5,5,1,009645,,,,,,,,,,
3043,简称缺失,5,5,1,018957,,,,,,,,,,
3044,简称缺失,5,5,1,020635,,,,,,,,,,
3045,简称缺失,5,5,1,021031,,,,,,,,,,
2183,简称缺失,5,4,0,003766,,,,,,,,,,
2182,简称缺失,5,4,0,004195,,,,,,,,,,
2181,简称缺失,5,4,0,004235,,,,,,,,,,
2180,简称缺失,5,4,0,004237,,,,,,,,,,
2179,简称缺失,5,4,0,004241,,,,,,,,,,
2178,简称缺失,5,4,0,004343,,,,,,,,,,
3069,简称缺失,5,5,1,015968,,,,,,,,,,
14370,简称缺失,5,4,0,019514,,,,,,,,,,
14371,简称缺失,5,4,0,015389,,,,,,,,,,
14372,简称缺失,5,4,0,020662,,,,,,,,,,
14405,简称缺失,5,4,0,014985,,,,,,,,,,
14406,简称缺失,5,4,0,014954,,,,,,,,,,
14407,简称缺失,5,4,0,014855,,,,,,,,,,
14408,简称缺失,5,4,0,014728,,,,,,,,,,
14409,简称缺失,5,4,0,014662,,,,,,,,,,
14410,简称缺失,5,4,0,014642,,,,,,,,,,
14411,简称缺失,5,4,0,014544,,,,,,,,,,
14412,简称缺失,5,4,0,014377,,,,,,,,,,
14477,简称缺失,5,4,0,008987,,,,,,,,,,
14414,简称缺失,5,4,0,014320,,,,,,,,,,
14415,简称缺失,5,4,0,014243,,,,,,,,,,
14384,简称缺失,5,4,0,016600,,,,,,,,,,
14385,简称缺失,5,4,0,016465,,,,,,,,,,
14386,简称缺失,5,4,0,016371,,,,,,,,,,
14387,简称缺失,5,4,0,016283,,,,,,,,,,
14388,简称缺失,5,4,0,016238,,,,,,,,,,
14421,简称缺失,5,4,0,013811,,,,,,,,,,
14422,简称缺失,5,4,0,013642,,,,,,,,,,
14423,简称缺失,5,4,0,013620,,,,,,,,,,
14424,简称缺失,5,4,0,013533,,,,,,,,,,
14425,简称缺失,5,4,0,013466,,,,,,,,,,
14413,简称缺失,5,4,0,014345,,,,,,,,,,
14392,简称缺失,5,4,0,015968,,,,,,,,,,
14390,简称缺失,5,4,0,016049,,,,,,,,,,
14389,简称缺失,5,4,0,016068,,,,,,,,,,
14367,简称缺失,5,4,0,020635,,,,,,,,,,
14366,简称缺失,5,4,0,018957,,,,,,,,,,
14365,简称缺失,5,4,0,009645,,,,,,,,,,
14383,简称缺失,5,4,0,016616,,,,,,,,,,
14382,简称缺失,5,4,0,017437,,,,,,,,,,
14381,简称缺失,5,4,0,017811,,,,,,,,,,
14380,简称缺失,5,4,0,018994,,,,,,,,,,
14379,简称缺失,5,4,0,019548,,,,,,,,,,
14378,简称缺失,5,4,0,160424,,,,,,,,,,
14369,简称缺失,5,4,0,020398,,,,,,,,,,
14376,简称缺失,5,4,0,008888,,,,,,,,,,
14375,简称缺失,5,4,0,021500,,,,,,,,,,
14374,简称缺失,5,4,0,015857,,,,,,,,,,
14373,简称缺失,5,4,0,015290,,,,,,,,,,
14393,简称缺失,5,4,0,015947,,,,,,,,,,
14394,简称缺失,5,4,0,015877,,,,,,,,,,
14395,简称缺失,5,4,0,015868,,,,,,,,,,
14396,简称缺失,5,4,0,015751,,,,,,,,,,
14397,简称缺失,5,4,0,015690,,,,,,,,,,
14398,简称缺失,5,4,0,015686,,,,,,,,,,
14399,简称缺失,5,4,0,015683,,,,,,,,,,
14368,简称缺失,5,4,0,021031,,,,,,,,,,
14377,简称缺失,5,4,0,519022,,,,,,,,,,
14453,简称缺失,5,4,0,011301,,,,,,,,,,
14454,简称缺失,5,4,0,011237,,,,,,,,,,
14455,简称缺失,5,4,0,011145,,,,,,,,,,
14456,简称缺失,5,4,0,011120,,,,,,,,,,
14457,简称缺失,5,4,0,011117,,,,,,,,,,
14458,简称缺失,5,4,0,011068,,,,,,,,,,
14459,简称缺失,5,4,0,011036,,,,,,,,,,
14460,简称缺失,5,4,0,010865,,,,,,,,,,
14461,简称缺失,5,4,0,010827,,,,,,,,,,
14462,简称缺失,5,4,0,010791,,,,,,,,,,
14463,简称缺失,5,4,0,010655,,,,,,,,,,
14426,简称缺失,5,4,0,013340,,,,,,,,,,
14433,简称缺失,5,4,0,012895,,,,,,,,,,
14434,简称缺失,5,4,0,012734,,,,,,,,,,
14435,简称缺失,5,4,0,012651,,,,,,,,,,
14436,简称缺失,5,4,0,012630,,,,,,,,,,
14469,简称缺失,5,4,0,010004,,,,,,,,,,
14470,简称缺失,5,4,0,009995,,,,,,,,,,
14471,简称缺失,5,4,0,009727,,,,,,,,,,
14472,简称缺失,5,4,0,009708,,,,,,,,,,
14473,简称缺失,5,4,0,009505,,,,,,,,,,
14474,简称缺失,5,4,0,009478,,,,,,,,,,
14475,简称缺失,5,4,0,009034,,,,,,,,,,
14476,简称缺失,5,4,0,008989,,,,,,,,,,
14432,简称缺失,5,4,0,012908,,,,,,,,,,
14427,简称缺失,5,4,0,013311,,,,,,,,,,
14428,简称缺失,5,4,0,013305,,,,,,,,,,
14429,简称缺失,5,4,0,013277,,,,,,,,,,
14430,简称缺失,5,4,0,013010,,,,,,,,,,
14431,简称缺失,5,4,0,012970,,,,,,,,,,
14400,简称缺失,5,4,0,015642,,,,,,,,,,
14401,简称缺失,5,4,0,015508,,,,,,,,,,
14402,简称缺失,5,4,0,015454,,,,,,,,,,
14403,简称缺失,5,4,0,015144,,,,,,,,,,
14404,简称缺失,5,4,0,015039,,,,,,,,,,
14437,简称缺失,5,4,0,012553,,,,,,,,,,
14438,简称缺失,5,4,0,012429,,,,,,,,,,
14420,简称缺失,5,4,0,013841,,,,,,,,,,
14440,简称缺失,5,4,0,011892,,,,,,,,,,
14441,简称缺失,5,4,0,011840,,,,,,,,,,
14442,简称缺失,5,4,0,011615,,,,,,,,,,
14443,简称缺失,5,4,0,011613,,,,,,,,,,
14444,简称缺失,5,4,0,011609,,,,,,,,,,
14445,简称缺失,5,4,0,011584,,,,,,,,,,
14446,简称缺失,5,4,0,011499,,,,,,,,,,
14447,简称缺失,5,4,0,011452,,,,,,,,,,
14416,简称缺失,5,4,0,014162,,,,,,,,,,
14417,简称缺失,5,4,0,014156,,,,,,,,,,
14418,简称缺失,5,4,0,014143,,,,,,,,,,
14419,简称缺失,5,4,0,014130,,,,,,,,,,
14439,简称缺失,5,4,0,012125,,,,,,,,,,
2076,简称缺失,5,4,0,014345,,,,,,,,,,
2075,简称缺失,5,4,0,014377,,,,,,,,,,
2032,简称缺失,5,4,0,020398,,,,,,,,,,
2063,简称缺失,5,4,0,015642,,,,,,,,,,
2062,简称缺失,5,4,0,015683,,,,,,,,,,
2061,简称缺失,5,4,0,015686,,,,,,,,,,
2060,简称缺失,5,4,0,015690,,,,,,,,,,
2059,简称缺失,5,4,0,015751,,,,,,,,,,
2058,简称缺失,5,4,0,015868,,,,,,,,,,
2057,简称缺失,5,4,0,015877,,,,,,,,,,
2056,简称缺失,5,4,0,015947,,,,,,,,,,
2149,简称缺失,5,4,0,008187,,,,,,,,,,
3099,简称缺失,5,5,1,013642,,,,,,,,,,
3100,简称缺失,5,5,1,013620,,,,,,,,,,
3101,简称缺失,5,5,1,013533,,,,,,,,,,
3102,简称缺失,5,5,1,013466,,,,,,,,,,
3103,简称缺失,5,5,1,013340,,,,,,,,,,
2047,简称缺失,5,4,0,016600,,,,,,,,,,
2046,简称缺失,5,4,0,016616,,,,,,,,,,
2045,简称缺失,5,4,0,017437,,,,,,,,,,
2044,简称缺失,5,4,0,017811,,,,,,,,,,
2043,简称缺失,5,4,0,018994,,,,,,,,,,
2042,简称缺失,5,4,0,019548,,,,,,,,,,
2041,简称缺失,5,4,0,160424,,,,,,,,,,
3098,简称缺失,5,5,1,013811,,,,,,,,,,
2110,简称缺失,5,4,0,011452,,,,,,,,,,
2109,简称缺失,5,4,0,011499,,,,,,,,,,
2108,简称缺失,5,4,0,011584,,,,,,,,,,
2107,简称缺失,5,4,0,011609,,,,,,,,,,
2074,简称缺失,5,4,0,014544,,,,,,,,,,
2073,简称缺失,5,4,0,014642,,,,,,,,,,
2072,简称缺失,5,4,0,014662,,,,,,,,,,
2039,简称缺失,5,4,0,008888,,,,,,,,,,
2038,简称缺失,5,4,0,021500,,,,,,,,,,
2037,简称缺失,5,4,0,015857,,,,,,,,,,
2036,简称缺失,5,4,0,015290,,,,,,,,,,
2077,简称缺失,5,4,0,014320,,,,,,,,,,
2034,简称缺失,5,4,0,015389,,,,,,,,,,
2065,简称缺失,5,4,0,015454,,,,,,,,,,
2064,简称缺失,5,4,0,015508,,,,,,,,,,
16732,简称缺失,5,4,1,018957,,,,,,,,,,
2094,简称缺失,5,4,0,012970,,,,,,,,,,
2093,简称缺失,5,4,0,013010,,,,,,,,,,
2092,简称缺失,5,4,0,013277,,,,,,,,,,
2091,简称缺失,5,4,0,013305,,,,,,,,,,
2049,简称缺失,5,4,0,016371,,,,,,,,,,
2048,简称缺失,5,4,0,016465,,,,,,,,,,
2079,简称缺失,5,4,0,014162,,,,,,,,,,
2078,简称缺失,5,4,0,014243,,,,,,,,,,
2035,简称缺失,5,4,0,020662,,,,,,,,,,
3061,简称缺失,5,5,1,016600,,,,,,,,,,
3094,简称缺失,5,5,1,014156,,,,,,,,,,
3095,简称缺失,5,5,1,014143,,,,,,,,,,
3096,简称缺失,5,5,1,014130,,,,,,,,,,
3129,简称缺失,5,5,1,011306,,,,,,,,,,
3130,简称缺失,5,5,1,011301,,,,,,,,,,
3131,简称缺失,5,5,1,011237,,,,,,,,,,
3132,简称缺失,5,5,1,011145,,,,,,,,,,
3133,简称缺失,5,5,1,011120,,,,,,,,,,
3134,简称缺失,5,5,1,011117,,,,,,,,,,
3135,简称缺失,5,5,1,011068,,,,,,,,,,
2040,简称缺失,5,4,0,519022,,,,,,,,,,
3105,简称缺失,5,5,1,013305,,,,,,,,,,
3106,简称缺失,5,5,1,013277,,,,,,,,,,
3107,简称缺失,5,5,1,013010,,,,,,,,,,
3076,简称缺失,5,5,1,015683,,,,,,,,,,
3077,简称缺失,5,5,1,015642,,,,,,,,,,
3110,简称缺失,5,5,1,012895,,,,,,,,,,
3111,简称缺失,5,5,1,012734,,,,,,,,,,
3112,简称缺失,5,5,1,012651,,,,,,,,,,
3145,简称缺失,5,5,1,010214,,,,,,,,,,
3146,简称缺失,5,5,1,010004,,,,,,,,,,
3147,简称缺失,5,5,1,009995,,,,,,,,,,
3148,简称缺失,5,5,1,009727,,,,,,,,,,
3104,简称缺失,5,5,1,013311,,,,,,,,,,
2031,简称缺失,5,4,0,021031,,,,,,,,,,
2030,简称缺失,5,4,0,020635,,,,,,,,,,
2033,简称缺失,5,4,0,019514,,,,,,,,,,
3072,简称缺失,5,5,1,015868,,,,,,,,,,
3073,简称缺失,5,5,1,015751,,,,,,,,,,
3074,简称缺失,5,5,1,015690,,,,,,,,,,
2029,简称缺失,5,4,0,018957,,,,,,,,,,
2028,简称缺失,5,4,0,009645,,,,,,,,,,
3075,简称缺失,5,5,1,015686,,,,,,,,,,
3046,简称缺失,5,5,1,020398,,,,,,,,,,
3047,简称缺失,5,5,1,019514,,,,,,,,,,
3078,简称缺失,5,5,1,015508,,,,,,,,,,
3060,简称缺失,5,5,1,016616,,,,,,,,,,
3080,简称缺失,5,5,1,015144,,,,,,,,,,
3113,简称缺失,5,5,1,012630,,,,,,,,,,
3114,简称缺失,5,5,1,012553,,,,,,,,,,
3115,简称缺失,5,5,1,012429,,,,,,,,,,
3116,简称缺失,5,5,1,012125,,,,,,,,,,
3117,简称缺失,5,5,1,011892,,,,,,,,,,
3118,简称缺失,5,5,1,011840,,,,,,,,,,
3119,简称缺失,5,5,1,011615,,,,,,,,,,
3088,简称缺失,5,5,1,014544,,,,,,,,,,
3089,简称缺失,5,5,1,014377,,,,,,,,,,
3090,简称缺失,5,5,1,014345,,,,,,,,,,
3091,简称缺失,5,5,1,014320,,,,,,,,,,
3079,简称缺失,5,5,1,015454,,,,,,,,,,
2154,简称缺失,5,4,0,007818,,,,,,,,,,
2153,简称缺失,5,4,0,007950,,,,,,,,,,
2152,简称缺失,5,4,0,008021,,,,,,,,,,
2119,简称缺失,5,4,0,011120,,,,,,,,,,
2118,简称缺失,5,4,0,011145,,,,,,,,,,
2117,简称缺失,5,4,0,011237,,,,,,,,,,
2116,简称缺失,5,4,0,011301,,,,,,,,,,
2115,简称缺失,5,4,0,011306,,,,,,,,,,
2114,简称缺失,5,4,0,011329,,,,,,,,,,
2145,简称缺失,5,4,0,008419,,,,,,,,,,
2144,简称缺失,5,4,0,008532,,,,,,,,,,
2111,简称缺失,5,4,0,011412,,,,,,,,,,
2174,简称缺失,5,4,0,004815,,,,,,,,,,
2173,简称缺失,5,4,0,005300,,,,,,,,,,
2172,简称缺失,5,4,0,005491,,,,,,,,,,
2171,简称缺失,5,4,0,005633,,,,,,,,,,
2138,简称缺失,5,4,0,009034,,,,,,,,,,
2137,简称缺失,5,4,0,009478,,,,,,,,,,
2136,简称缺失,5,4,0,009505,,,,,,,,,,
2103,简称缺失,5,4,0,011892,,,,,,,,,,
2102,简称缺失,5,4,0,012125,,,,,,,,,,
2101,简称缺失,5,4,0,012429,,,,,,,,,,
2100,简称缺失,5,4,0,012553,,,,,,,,,,
2099,简称缺失,5,4,0,012630,,,,,,,,,,
2175,简称缺失,5,4,0,004744,,,,,,,,,,
2148,简称缺失,5,4,0,008282,,,,,,,,,,
2147,简称缺失,5,4,0,008319,,,,,,,,,,
2146,简称缺失,5,4,0,008327,,,,,,,,,,
2177,简称缺失,5,4,0,004348,,,,,,,,,,
2176,简称缺失,5,4,0,004433,,,,,,,,,,
3055,简称缺失,5,5,1,160424,,,,,,,,,,
3062,简称缺失,5,5,1,016465,,,,,,,,,,
3063,简称缺失,5,5,1,016371,,,,,,,,,,
3064,简称缺失,5,5,1,016283,,,,,,,,,,
3097,简称缺失,5,5,1,013841,,,,,,,,,,
2170,简称缺失,5,4,0,005763,,,,,,,,,,
2169,简称缺失,5,4,0,005919,,,,,,,,,,
2187,简称缺失,5,4,0,002112,,,,,,,,,,
2135,简称缺失,5,4,0,009708,,,,,,,,,,
2134,简称缺失,5,4,0,009727,,,,,,,,,,
2133,简称缺失,5,4,0,009995,,,,,,,,,,
2132,简称缺失,5,4,0,010004,,,,,,,,,,
2131,简称缺失,5,4,0,010214,,,,,,,,,,
2130,简称缺失,5,4,0,010236,,,,,,,,,,
2161,简称缺失,5,4,0,007127,,,,,,,,,,
2160,简称缺失,5,4,0,007301,,,,,,,,,,
2191,简称缺失,5,4,0,001770,,,,,,,,,,
2190,简称缺失,5,4,0,002036,,,,,,,,,,
2189,简称缺失,5,4,0,002052,,,,,,,,,,
2188,简称缺失,5,4,0,002096,,,,,,,,,,
2168,简称缺失,5,4,0,005963,,,,,,,,,,
2071,简称缺失,5,4,0,014728,,,,,,,,,,
2070,简称缺失,5,4,0,014855,,,,,,,,,,
2069,简称缺失,5,4,0,014954,,,,,,,,,,
2068,简称缺失,5,4,0,014985,,,,,,,,,,
2067,简称缺失,5,4,0,015039,,,,,,,,,,
2066,简称缺失,5,4,0,015144,,,,,,,,,,
2097,简称缺失,5,4,0,012734,,,,,,,,,,
2096,简称缺失,5,4,0,012895,,,,,,,,,,
2127,简称缺失,5,4,0,010422,,,,,,,,,,
2126,简称缺失,5,4,0,010655,,,,,,,,,,
2125,简称缺失,5,4,0,010791,,,,,,,,,,
2098,简称缺失,5,4,0,012651,,,,,,,,,,
2123,简称缺失,5,4,0,010865,,,,,,,,,,
2090,简称缺失,5,4,0,013311,,,,,,,,,,
2089,简称缺失,5,4,0,013340,,,,,,,,,,
2088,简称缺失,5,4,0,013466,,,,,,,,,,
2055,简称缺失,5,4,0,015968,,,,,,,,,,
2054,简称缺失,5,4,0,015971,,,,,,,,,,
2053,简称缺失,5,4,0,016049,,,,,,,,,,
2052,简称缺失,5,4,0,016068,,,,,,,,,,
2051,简称缺失,5,4,0,016238,,,,,,,,,,
2050,简称缺失,5,4,0,016283,,,,,,,,,,
2081,简称缺失,5,4,0,014143,,,,,,,,,,
2080,简称缺失,5,4,0,014156,,,,,,,,,,
2124,简称缺失,5,4,0,010827,,,,,,,,,,
2129,简称缺失,5,4,0,010372,,,,,,,,,,
2128,简称缺失,5,4,0,010392,,,,,,,,,,
2159,简称缺失,5,4,0,007356,,,,,,,,,,
2158,简称缺失,5,4,0,007450,,,,,,,,,,
2157,简称缺失,5,4,0,007465,,,,,,,,,,
2156,简称缺失,5,4,0,007491,,,,,,,,,,
